36.93, 26.42, 44.27, 1.59, 35.24, 45.01, 42.04, 30.70, 23.77, 13.99, 0.00, 32.77, 41.60, 25.24, 10.14, 19.13, 25.94, 2.47, 26.45, 38.32, 15.48, 35.72, 16.14, 29.38, 8.00, 19.83, 23.55, 26.53, 44.93, 35.44, 22.42, 6.98, 28.14, 5.33, 21.62, 21.49, 40.03, 9.82, 42.78, 17.49
43.87, 5.80, 49.96, 3.23, 22.07, 45.08, 22.30, 5.93, 46.46, 45.46, 14.33, 0.00, 29.96, 8.46, 41.95, 32.03, 17.14, 49.31, 42.71, 18.03, 27.26, 22.30, 10.96, 23.91, 12.39, 7.21, 3.27, 7.28, 49.89, 7.43, 22.12, 24.09, 8.27, 35.70, 35.55, 29.09, 31.52, 26.65, 8.49, 43.63
48.01, 29.73, 19.44, 2.46, 0.53, 32.81, 28.24, 18.46, 40.67, 44.29, 49.20, 16.42, 0.00, 27.10, 2.89, 10.28, 6.36, 8.31, 5.75, 44.83, 33.90, 10.32, 6.85, 2.58, 29.95, 48.52, 37.00, 36.63, 16.14, 41.47, 32.15, 21.51, 28.73, 17.88, 10.63, 22.71, 6.34, 41.18, 22.29, 22.84
15.12, 10.56, 4.44, 42.52, 35.20, 49.84, 14.56, 2.50, 8.63, 8.59, 21.49, 47.51, 7.55, 0.00, 12.21, 46.32, 40.67, 41.73, 44.98, 2.15, 13.44, 33.82, 36.98, 28.50, 33.48, 25.00, 14.84, 15.84, 14.80, 33.51, 31.35, 19.13, 34.20, 17.21, 18.74, 0.97, 5.79, 38.65, 24.17, 10.00
15.24, 16.87, 36.00, 17.00, 2.16, 1.11, 46.15, 11.12, 35.73, 5.68, 31.69, 28.97, 7.52, 18.59, 0.00, 12.08, 23.86, 17.43, 10.54, 43.40, 8.09, 3.36, 34.78, 29.28, 17.12, 25.02, 29.74, 47.07, 24.41, 11.51, 41.47, 27.79, 6.08, 45.25, 40.56, 40.39, 33.83, 40.49, 15.26, 36.22
8.70, 44.10, 5.45, 4.51, 41.95, 6.60, 46.24, 47.04, 9.86, 17.03, 37.40, 36.49, 19.30, 27.86, 8.29, 0.00, 32.90, 4.75, 16.36, 28.68, 23.68, 18.94, 19.51, 22.61, 21.25, 24.01, 25.44, 23.10, 49.65, 0.80, 34.05, 8.02, 41.13, 38.54, 21.29, 34.85, 28.66, 14.88, 34.86, 19.53
2.31, 30.94, 6.32, 6.58, 36.32, 11.07, 43.63, 1.23, 12.84, 16.45, 0.25, 28.52, 33.59, 15.30, 43.67, 3.63, 0.00, 16.18, 20.90, 38.11, 38.60, 10.31, 8.62, 23.59, 6.12, 44.86, 41.68, 39.92, 26.92, 46.17, 11.86, 20.98, 24.54, 5.77, 9.19, 29.02, 25.16, 33.60, 12.81, 15.28
10.09, 20.81, 44.40, 1.63, 16.43, 41.93, 22.33, 42.70, 12.30, 21.43, 40.25, 25.96, 11.41, 31.38, 46.61, 11.51, 31.22, 0.00, 3.57, 6.87, 27.18, 26.42, 10.75, 29.90, 15.51, 18.90, 45.22, 0.20, 0.01, 41.71, 22.87, 7.96, 13.22, 46.88, 8.63, 31.03, 15.19, 36.44, 26.65, 29.86
26.06, 12.05, 1.28, 10.26, 30.36, 1.12, 38.48, 44.05, 39.89, 38.10, 13.47, 8.50, 23.59, 7.15, 23.50, 30.83, 30.74, 39.00, 0.00, 17.67, 12.76, 47.52, 7.07, 43.76, 27.15, 6.16, 32.73, 48.34, 18.48, 7.48, 8.01, 41.97, 30.86, 28.58, 45.65, 14.33, 22.57, 42.38, 41.97, 43.63
33.41, 6.77, 19.97, 15.34, 13.17, 35.17, 9.73, 40.27, 30.69, 15.74, 6.12, 49.56, 18.25, 43.10, 19.37, 26.19, 15.49, 17.62, 3.76, 0.00, 9.64, 29.07, 45.72, 44.52, 33.50, 23.80, 42.82, 25.43, 48.09, 34.27, 41.40, 19.95, 14.41, 45.08, 15.90, 23.27, 24.74, 44.73, 33.55, 14.88
23.98, 17.58, 2.70, 11.37, 4.75, 33.41, 33.41, 44.87, 44.69, 1.99, 36.08, 2.16, 7.86, 6.19, 6.31, 24.20, 3.68, 36.42, 27.70, 16.15, 0.00, 26.20, 41.90, 31.65, 23.27, 1.53, 31.74, 5.96, 48.14, 41.65, 37.82, 27.75, 47.83, 40.42, 5.87, 21.38, 6.26, 15.77, 5.25, 19.55
30.41, 29.58, 46.95, 4.25, 47.07, 18.87, 10.66, 41.97, 8.34, 41.21, 39.40, 13.16, 33.82, 15.68, 32.55, 4.96, 18.12, 40.14, 17.69, 4.92, 19.64, 0.00, 14.63, 14.55, 23.40, 42.87, 11.74, 48.96, 30.35, 16.24, 37.73, 45.82, 7.91, 42.64, 10.26, 0.56, 13.66, 0.68, 17.34, 13.67
27.30, 35.82, 48.62, 4.95, 10.75, 4.04, 16.84, 0.16, 8.04, 27.99, 7.14, 18.28, 39.43, 35.73, 14.49, 30.55, 6.96, 26.23, 46.45, 18.79, 35.54, 38.77, 0.00, 2.88, 38.63, 33.77, 2.82, 14.78, 33.42, 1.30, 28.95, 2.89, 1.28, 40.68, 46.02, 36.20, 12.65, 8.79, 17.16, 33.11
36.66, 6.51, 10.65, 6.29, 2.66, 18.52, 17.01, 39.30, 43.45, 5.94, 41.14, 23.30, 5.04, 25.87, 24.89, 16.20, 32.19, 47.90, 39.65, 30.06, 15.76, 48.20, 27.07, 0.00, 42.76, 29.85, 19.42, 36.52, 39.36, 38.60, 19.60, 1.70, 37.66, 47.67, 45.48, 1.41, 4.37, 8.52, 24.03, 22.49
21.66, 46.03, 23.94, 11.46, 23.06, 28.50, 10.14, 26.45, 28.08, 47.37, 18.43, 26.19, 1.72, 13.51, 49.95, 49.52, 25.50, 47.68, 36.16, 16.84, 48.91, 46.98, 4.16, 19.50, 0.00, 19.07, 21.53, 13.10, 24.57, 37.96, 25.56, 27.93, 40.47, 38.30, 44.89, 32.85, 40.60, 45.56, 19.97, 27.46
29.18, 45.79, 42.33, 0.71, 6.66, 41.32, 21.69, 43.50, 31.78, 33.94, 33.47, 20.49, 26.92, 2.04, 31.04, 27.11, 0.31, 33.68, 20.86, 1.09, 26.65, 41.20, 32.71, 16.93, 42.00, 0.00, 44.57, 28.66, 17.03, 40.67, 18.63, 18.80, 33.05, 48.03, 38.35, 15.79, 29.34, 27.85, 20.79, 49.08
28.80, 35.55, 19.29, 18.91, 36.67, 39.96, 27.13, 12.10, 25.73, 22.46, 17.30, 13.95, 5.38, 19.75, 25.20, 43.98, 13.73, 15.12, 21.87, 20.17, 47.29, 23.50, 10.31, 8.35, 49.40, 29.40, 0.00, 7.91, 35.52, 17.89, 5.74, 0.70, 1.46, 17.49, 45.65, 23.36, 28.78, 24.88, 20.78, 31.54
18.19, 10.30, 17.43, 34.88, 16.50, 22.42, 48.63, 42.93, 9.07, 48.52, 2.95, 42.98, 49.62, 5.27, 27.84, 40.45, 35.70, 49.13, 49.36, 1.13, 29.80, 47.87, 43.44, 5.35, 14.75, 34.20, 17.63, 0.00, 26.92, 12.50, 8.51, 36.28, 12.90, 26.28, 46.58, 15.51, 18.78, 40.11, 13.11, 46.06
40.28, 44.96, 23.93, 35.50, 20.69, 10.86, 16.82, 2.39, 18.86, 36.22, 46.35, 17.86, 3.22, 37.82, 13.56, 20.77, 28.40, 20.96, 11.17, 17.16, 29.99, 3.40, 20.26, 2.42, 38.50, 11.31, 17.77, 47.46, 0.00, 19.20, 48.28, 48.68, 49.15, 9.23, 22.63, 43.46, 47.75, 0.13, 13.88, 44.30
3.49, 46.03, 12.43, 44.35, 2.11, 44.98, 41.75, 24.40, 18.97, 38.95, 7.08, 29.16, 40.15, 33.54, 36.10, 26.08, 9.26, 32.59, 12.94, 1.81, 32.01, 4.00, 2.33, 42.29, 20.35, 47.16, 12.75, 31.20, 19.67, 0.00, 2.17, 26.43, 40.23, 21.61, 9.08, 39.25, 42.11, 14.28, 13.93, 27.34
10.03, 3.91, 46.12, 35.13, 7.85, 35.09, 21.25, 24.99, 8.97, 8.59, 17.73, 21.44, 33.85, 7.36, 9.17, 23.41, 16.12, 47.20, 35.64, 43.12, 24.22, 46.17, 9.03, 2.72, 30.94, 47.88, 21.48, 22.40, 37.93, 5.47, 0.00, 41.79, 49.71, 25.40, 4.69, 14.75, 14.62, 3.68, 10.50, 12.77
49.17, 11.19, 36.36, 0.85, 9.11, 21.61, 8.67, 43.36, 28.73, 42.41, 5.20, 13.54, 49.74, 2.50, 16.01, 15.12, 12.75, 2.68, 24.27, 0.59, 33.32, 16.36, 44.48, 11.84, 33.96, 44.94, 38.54, 8.64, 37.33, 3.44, 15.45, 0.00, 47.50, 26.33, 30.13, 35.48, 44.59, 49.35, 46.10, 8.24
8.56, 3.27, 2.38, 15.64, 1.18, 19.31, 37.80, 13.41, 24.68, 43.67, 24.39, 42.47, 5.85, 31.66, 17.29, 8.61, 22.93, 13.49, 8.30, 1.26, 19.05, 46.22, 29.39, 48.99, 10.22, 41.74, 11.22, 29.33, 24.34, 22.05, 16.12, 34.50, 0.00, 3.18, 23.28, 47.13, 32.50, 6.61, 22.74, 39.28
15.05, 27.00, 9.44, 36.90, 31.46, 34.81, 42.82, 46.62, 19.19, 31.24, 16.50, 25.41, 35.47, 34.67, 13.31, 24.25, 2.06, 44.22, 10.60, 9.28, 27.98, 20.08, 49.78, 18.86, 29.87, 15.06, 2.05, 37.81, 35.28, 29.11, 29.93, 9.78, 21.29, 0.00, 37.90, 29.61, 41.25, 46.44, 13.96, 13.48
13.28, 41.00, 4.76, 14.66, 8.10, 29.53, 9.21, 9.94, 4.28, 8.30, 12.64, 5.28, 0.28, 0.66, 26.20, 46.13, 31.07, 28.35, 30.72, 40.27, 25.37, 22.55, 29.49, 9.02, 34.55, 1.99, 45.19, 44.98, 23.50, 3.28, 33.37, 6.76, 17.43, 35.77, 0.00, 14.79, 11.61, 27.45, 12.84, 37.21
1.74, 11.82, 26.88, 14.05, 22.16, 6.53, 29.30, 24.82, 23.77, 0.14, 39.65, 29.72, 41.67, 27.42, 21.27, 16.45, 45.90, 29.40, 48.95, 46.78, 42.83, 16.36, 37.29, 1.15, 26.01, 36.92, 23.82, 1.36, 29.27, 5.48, 5.56, 43.59, 43.15, 5.25, 28.44, 0.00, 1.74, 24.41, 45.57, 15.01
45.77, 11.80, 13.06, 5.26, 12.29, 1.20, 36.31, 45.99, 13.31, 45.39, 43.09, 31.45, 20.93, 26.08, 28.96, 9.58, 19.15, 23.10, 39.26, 9.46, 11.52, 47.04, 2.44, 12.14, 30.53, 14.08, 27.19, 4.87, 2.27, 46.37, 9.05, 8.58, 36.58, 18.80, 23.91, 9.71, 0.00, 32.03, 14.79, 26.59
5.54, 1.39, 35.48, 9.79, 22.19, 41.80, 20.53, 28.96, 37.64, 21.91, 45.87, 37.68, 14.18, 24.37, 35.89, 33.48, 33.94, 48.79, 5.71, 29.96, 9.33, 45.70, 35.02, 31.25, 7.19, 16.52, 21.31, 49.99, 16.24, 12.35, 39.32, 21.54, 6.31, 29.60, 40.29, 4.58, 20.06, 0.00, 40.89, 28.86
0.09, 45.11, 45.90, 4.28, 30.33, 45.42, 30.57, 27.75, 32.16, 39.31, 28.83, 2.19, 20.17, 2.00, 48.43, 26.32, 17.12, 38.79, 14.96, 48.61, 33.69, 6.89, 36.40, 29.39, 27.38, 19.80, 29.75, 23.53, 35.26, 36.29, 0.35, 38.25, 11.56, 23.27, 14.16, 32.93, 47.57, 0.35, 0.00, 24.50
43.80, 21.77, 37.86, 26.69, 45.09, 36.92, 8.97, 3.59, 26.98, 33.02, 24.42, 42.28, 3.24, 20.12, 19.75, 5.03, 24.82, 20.54, 38.62, 48.92, 13.48, 4.69, 25.62, 21.72, 12.28, 49.00, 5.00, 35.99, 44.87, 22.67, 24.22, 0.92, 21.76, 7.21, 5.95, 43.28, 5.84, 45.68, 31.12, 0.00
