40.02, 26.63, 2.04, 3.75, 40.99, 9.70, 1.03, 8.30, 12.99, 49.05, 8.95, 0.23, 25.29, 31.86, 48.64, 24.59, 42.47, 37.09, 46.67, 19.35, 5.52, 13.97, 16.12, 0.00, 21.86, 49.96, 49.12, 24.19, 17.57, 16.89, 20.87, 37.61, 19.88, 2.48, 44.94, 11.77, 49.69, 24.76, 17.67, 47.41, 39.37, 29.24, 21.21, 5.42, 2.01, 5.87, 8.80, 7.42, 46.31, 31.99
18.12, 38.04, 47.30, 15.34, 48.51, 10.44, 44.98, 19.68, 21.89, 6.04, 10.06, 8.10, 38.31, 12.12, 21.31, 44.14, 30.84, 5.31, 19.75, 40.45, 20.35, 46.45, 2.77, 34.82, 0.00, 0.77, 7.84, 43.42, 24.46, 21.43, 4.31, 4.92, 6.31, 13.92, 35.18, 21.46, 17.73, 2.54, 45.49, 2.64, 13.58, 34.69, 25.44, 40.16, 29.04, 7.23, 39.43, 8.17, 6.84, 37.97
47.04, 12.80, 24.86, 36.68, 44.46, 36.98, 1.98, 4.73, 28.69, 15.43, 46.44, 12.12, 27.21, 13.24, 42.13, 38.46, 30.84, 30.67, 11.24, 22.33, 25.66, 13.73, 18.93, 5.95, 18.43, 0.00, 11.49, 15.35, 3.55, 44.20, 14.58, 28.00, 42.13, 40.06, 39.75, 32.55, 49.24, 46.44, 16.73, 29.57, 3.10, 15.49, 22.76, 27.54, 32.15, 26.90, 4.73, 47.98, 1.72, 27.88
6.83, 16.46, 3.75, 27.96, 16.05, 18.12, 33.30, 39.96, 47.28, 31.08, 32.08, 3.59, 17.97, 21.35, 19.81, 8.80, 14.92, 27.96, 44.52, 32.09, 19.11, 42.97, 31.94, 23.07, 48.14, 48.54, 0.00, 2.89, 37.64, 16.03, 44.90, 20.06, 9.58, 38.11, 30.02, 29.99, 20.44, 10.77, 8.50, 7.46, 9.50, 36.86, 31.71, 3.42, 32.45, 22.07, 7.18, 31.41, 26.55, 25.79
44.47, 39.13, 17.95, 40.43, 40.08, 13.39, 5.41, 29.72, 23.26, 11.99, 1.89, 4.06, 46.42, 46.29, 11.28, 45.50, 9.49, 32.28, 2.89, 23.66, 12.80, 1.61, 25.02, 25.82, 25.55, 35.26, 23.17, 0.00, 23.55, 7.90, 24.48, 26.47, 32.99, 26.33, 45.95, 8.04, 41.50, 6.73, 35.66, 7.68, 40.67, 46.64, 2.68, 3.73, 46.54, 25.24, 3.52, 8.67, 19.20, 9.20
33.05, 8.83, 32.28, 45.45, 39.99, 7.58, 23.87, 24.90, 37.96, 13.02, 5.26, 16.09, 42.64, 25.08, 37.00, 36.92, 3.03, 31.49, 37.94, 1.66, 15.81, 11.96, 20.80, 28.38, 8.61, 42.22, 32.44, 34.84, 0.00, 26.75, 28.17, 2.96, 7.38, 36.92, 44.83, 9.02, 19.52, 6.09, 47.98, 36.50, 15.34, 9.75, 40.60, 31.28, 2.42, 39.35, 36.75, 47.13, 29.01, 11.74
29.68, 45.85, 3.93, 4.06, 24.00, 43.14, 30.67, 35.67, 34.01, 5.33, 28.18, 41.67, 38.26, 12.76, 42.41, 2.31, 34.73, 17.70, 22.07, 0.90, 47.59, 14.55, 29.84, 41.73, 31.93, 22.96, 7.86, 24.67, 15.03, 0.00, 24.26, 31.04, 44.80, 14.23, 0.23, 36.85, 19.78, 43.25, 7.77, 43.94, 5.16, 8.32, 34.27, 9.91, 31.16, 36.74, 21.67, 2.95, 24.35, 42.01
34.40, 40.80, 36.80, 25.07, 33.48, 13.59, 3.93, 31.99, 32.61, 6.51, 25.47, 45.77, 26.76, 40.80, 19.21, 25.96, 34.83, 16.83, 41.79, 30.50, 9.68, 10.45, 44.17, 35.47, 48.71, 43.01, 33.60, 37.54, 11.42, 10.55, 0.00, 37.69, 19.18, 17.76, 42.65, 3.77, 10.73, 17.93, 49.85, 26.65, 40.93, 0.16, 24.31, 1.21, 5.09, 25.71, 20.98, 43.58, 49.25, 25.59
12.42, 46.71, 21.18, 36.17, 10.35, 6.10, 7.36, 36.42, 23.21, 17.51, 39.63, 14.65, 22.65, 21.60, 17.13, 22.61, 26.06, 23.13, 2.52, 25.98, 38.18, 46.88, 30.61, 3.17, 25.86, 28.23, 25.98, 10.20, 44.88, 11.89, 43.00, 0.00, 33.23, 7.14, 2.69, 9.35, 6.44, 45.75, 44.87, 44.71, 29.93, 23.07, 49.63, 10.06, 32.36, 11.46, 18.94, 9.66, 23.41, 13.59
7.02, 9.07, 13.43, 28.72, 30.92, 27.83, 2.40, 11.46, 47.50, 25.03, 24.69, 33.73, 21.57, 9.07, 13.94, 12.20, 42.89, 42.22, 38.72, 18.34, 37.25, 24.66, 15.84, 36.20, 12.63, 25.98, 7.46, 32.46, 47.94, 35.68, 38.02, 39.99, 0.00, 47.39, 27.98, 37.69, 0.21, 47.33, 2.10, 36.85, 9.76, 37.38, 21.56, 34.12, 13.73, 1.34, 27.63, 2.82, 25.54, 42.55
39.34, 20.58, 29.25, 19.06, 15.23, 33.15, 7.30, 1.68, 11.87, 31.71, 49.68, 28.93, 33.53, 5.83, 17.84, 23.37, 34.29, 23.17, 24.69, 8.72, 32.12, 6.26, 8.90, 21.19, 16.58, 6.81, 36.65, 30.48, 37.03, 32.87, 14.19, 7.14, 33.18, 0.00, 30.25, 43.74, 47.08, 5.83, 40.84, 40.43, 3.59, 29.03, 48.24, 25.61, 19.37, 37.70, 39.70, 3.05, 48.22, 32.93
25.76, 49.96, 7.69, 28.64, 44.91, 0.69, 45.70, 28.19, 43.43, 40.07, 7.75, 36.93, 46.60, 24.13, 28.68, 9.89, 15.53, 36.45, 37.90, 34.33, 11.24, 23.47, 22.21, 22.31, 46.33, 23.41, 19.44, 1.34, 23.26, 12.59, 20.29, 0.04, 22.34, 9.80, 0.00, 43.85, 31.34, 15.13, 34.39, 40.12, 30.66, 39.98, 0.29, 47.82, 34.81, 48.63, 46.56, 20.43, 15.79, 13.12
0.17, 31.78, 27.83, 41.34, 12.23, 44.91, 19.82, 16.28, 4.47, 17.14, 9.55, 13.31, 13.09, 39.92, 23.64, 6.18, 23.94, 10.48, 20.54, 17.62, 3.58, 6.22, 5.47, 24.77, 49.87, 3.13, 28.60, 46.58, 17.37, 34.45, 42.32, 17.54, 37.14, 5.21, 11.10, 0.00, 16.67, 29.89, 15.85, 18.47, 7.46, 18.16, 8.48, 32.86, 38.83, 41.77, 31.89, 3.37, 20.92, 24.78
26.31, 28.42, 36.43, 45.18, 42.31, 22.65, 42.59, 11.91, 44.03, 20.62, 13.96, 20.07, 24.55, 13.90, 28.63, 13.82, 30.78, 15.13, 22.24, 13.77, 25.04, 0.20, 49.00, 44.02, 23.85, 15.65, 39.33, 45.57, 48.88, 25.09, 28.44, 39.69, 23.82, 36.56, 28.95, 31.49, 0.00, 25.48, 15.87, 7.24, 5.05, 22.85, 22.50, 34.51, 37.24, 32.90, 21.02, 44.35, 36.66, 29.08
48.09, 11.49, 22.51, 34.09, 48.24, 33.44, 43.61, 9.25, 39.35, 25.77, 36.63, 35.76, 37.96, 0.35, 36.14, 2.27, 3.56, 17.58, 43.73, 1.46, 39.35, 46.08, 2.88, 41.47, 37.06, 17.40, 41.28, 17.24, 12.16, 23.82, 35.59, 46.42, 5.80, 18.73, 22.87, 6.92, 16.48, 0.00, 18.69, 19.60, 1.53, 30.29, 27.29, 23.67, 13.35, 42.00, 25.24, 45.47, 42.33, 0.83
7.24, 26.04, 32.05, 44.73, 16.62, 44.87, 3.34, 8.68, 3.89, 33.51, 31.67, 48.72, 23.57, 5.92, 25.01, 11.82, 12.90, 10.65, 26.35, 49.98, 2.02, 41.97, 5.31, 38.61, 25.53, 17.14, 19.66, 41.95, 36.50, 14.40, 37.97, 19.21, 31.39, 31.61, 27.65, 8.49, 20.77, 18.30, 0.00, 0.95, 21.65, 13.13, 34.36, 38.29, 33.30, 40.43, 20.75, 1.90, 27.06, 8.39
47.95, 32.50, 45.23, 31.44, 33.32, 49.75, 26.40, 41.33, 26.66, 16.96, 14.67, 44.80, 8.73, 9.66, 10.47, 18.77, 1.16, 42.45, 20.37, 46.61, 23.88, 18.34, 3.15, 7.48, 30.51, 24.00, 3.43, 31.24, 24.51, 8.59, 25.90, 33.73, 39.72, 17.38, 28.04, 42.85, 28.64, 28.68, 30.92, 0.00, 14.86, 31.79, 32.90, 4.30, 17.88, 11.34, 38.64, 46.25, 37.39, 40.41
49.88, 17.18, 21.23, 3.95, 16.95, 16.16, 44.22, 0.37, 24.00, 26.97, 6.20, 18.15, 23.45, 10.22, 17.30, 10.33, 25.40, 10.53, 10.03, 27.79, 47.29, 19.64, 6.46, 42.25, 48.64, 8.46, 25.86, 23.14, 17.98, 17.87, 24.86, 12.49, 46.80, 27.21, 45.40, 38.97, 27.68, 9.24, 4.19, 46.89, 0.00, 49.59, 29.18, 19.06, 42.54, 13.12, 4.89, 39.84, 47.41, 35.11
32.76, 2.66, 20.61, 18.12, 9.94, 19.88, 30.42, 44.14, 15.21, 49.63, 9.78, 11.04, 33.90, 34.09, 9.89, 37.79, 37.23, 39.37, 49.51, 27.59, 48.53, 0.40, 7.32, 42.66, 28.38, 35.93, 36.16, 12.21, 16.09, 10.02, 9.67, 12.18, 40.22, 15.18, 7.13, 5.68, 33.97, 17.86, 49.79, 41.82, 27.78, 0.00, 1.62, 37.72, 7.61, 19.98, 24.81, 17.44, 34.14, 28.23
31.56, 34.44, 23.76, 30.47, 39.15, 39.76, 40.22, 10.24, 15.95, 32.63, 39.62, 21.20, 28.94, 3.37, 41.63, 43.50, 32.53, 20.55, 24.80, 4.26, 44.08, 25.39, 0.98, 1.61, 37.49, 29.63, 34.81, 41.80, 45.50, 20.89, 21.54, 30.31, 17.74, 48.13, 29.06, 23.51, 16.82, 4.59, 17.84, 21.42, 14.56, 21.58, 0.00, 47.01, 6.72, 36.66, 43.37, 31.69, 47.61, 11.71
45.34, 4.32, 16.47, 36.05, 6.15, 15.14, 46.55, 27.74, 33.51, 12.41, 49.55, 32.69, 26.72, 48.70, 18.21, 21.98, 44.88, 14.77, 11.37, 25.83, 20.81, 43.10, 6.06, 8.65, 3.09, 33.50, 25.02, 15.09, 14.42, 30.15, 26.83, 15.22, 47.44, 34.75, 35.56, 34.73, 35.32, 18.47, 12.55, 41.51, 0.50, 7.66, 24.04, 0.00, 15.62, 21.37, 15.82, 41.55, 23.48, 15.97
5.85, 14.10, 34.49, 2.48, 18.12, 24.02, 5.07, 49.83, 3.56, 32.12, 44.74, 19.90, 25.19, 48.77, 18.69, 4.70, 37.32, 48.95, 27.81, 36.61, 6.38, 25.85, 10.92, 7.30, 44.58, 32.49, 34.12, 28.53, 5.34, 9.45, 27.51, 31.52, 24.04, 13.86, 5.11, 45.69, 31.70, 30.71, 5.95, 47.93, 48.84, 31.23, 22.53, 38.75, 0.00, 20.97, 44.35, 0.88, 27.79, 14.46
28.92, 14.23, 33.79, 48.56, 28.85, 22.53, 49.68, 49.92, 43.86, 42.29, 3.56, 15.29, 2.36, 19.43, 0.90, 14.22, 12.07, 44.39, 29.58, 35.34, 47.29, 7.98, 27.61, 4.50, 17.93, 16.44, 49.10, 4.31, 24.47, 5.61, 42.79, 31.19, 45.19, 7.40, 47.92, 22.68, 40.15, 17.93, 30.00, 35.06, 12.96, 46.94, 13.25, 16.08, 3.09, 0.00, 39.41, 41.17, 29.18, 27.56
5.02, 43.28, 8.62, 30.98, 26.92, 11.50, 20.93, 31.40, 48.39, 36.59, 9.03, 14.71, 41.45, 22.71, 46.69, 24.72, 25.52, 44.28, 22.98, 35.67, 14.67, 6.94, 24.74, 10.47, 21.23, 45.36, 36.12, 18.45, 23.04, 45.47, 48.05, 34.49, 0.44, 3.52, 31.33, 10.18, 28.31, 20.35, 33.84, 37.33, 10.12, 31.29, 26.39, 39.64, 12.45, 39.92, 0.00, 49.99, 43.62, 0.27
21.84, 43.94, 14.53, 25.06, 23.55, 49.43, 7.39, 3.26, 31.13, 16.69, 24.32, 44.70, 20.02, 28.53, 22.37, 34.82, 32.96, 30.65, 11.57, 42.56, 42.10, 22.10, 0.21, 8.26, 2.32, 18.33, 5.27, 13.78, 21.10, 32.32, 22.01, 47.61, 22.86, 7.95, 11.05, 23.52, 2.51, 21.53, 20.25, 0.88, 0.05, 47.06, 24.27, 3.03, 3.82, 22.85, 12.80, 0.00, 49.67, 1.93
41.83, 1.06, 19.20, 8.83, 38.72, 37.24, 28.20, 17.10, 0.43, 25.88, 16.40, 7.48, 8.94, 34.20, 5.22, 49.22, 2.96, 24.89, 3.48, 5.08, 2.87, 15.25, 49.32, 24.05, 26.24, 14.11, 10.19, 3.69, 39.50, 37.10, 1.24, 24.69, 0.00, 40.08, 19.16, 37.41, 5.00, 21.96, 43.43, 10.85, 1.40, 43.23, 11.99, 29.83, 14.58, 30.57, 44.83, 15.51, 0.00, 21.96
36.33, 22.31, 23.22, 12.16, 13.61, 13.71, 32.94, 28.37, 1.28, 26.65, 36.09, 35.61, 33.83, 45.25, 18.54, 44.45, 37.64, 4.41, 36.63, 47.87, 6.62, 26.36, 21.56, 37.10, 18.09, 26.77, 29.85, 21.88, 20.20, 31.38, 6.94, 46.08, 9.59, 5.88, 42.87, 34.55, 6.18, 20.44, 23.23, 46.35, 9.39, 3.53, 8.01, 40.30, 4.89, 6.86, 9.65, 49.09, 20.29, 0.00
