48.87, 16.66, 40.16, 20.47, 0.17, 32.80, 8.18, 7.45, 6.40, 8.36, 12.73, 0.00, 4.08, 40.77, 25.13, 13.85, 19.61, 3.81, 2.33, 22.52, 38.21, 18.07, 2.44, 15.92, 25.56, 29.01, 47.25, 37.20, 43.23, 35.74
12.04, 6.84, 6.25, 20.88, 37.96, 13.76, 5.24, 12.40, 12.65, 2.18, 4.91, 44.14, 0.00, 12.26, 20.23, 6.55, 3.78, 38.19, 5.22, 19.92, 5.23, 2.09, 42.76, 41.26, 22.86, 25.25, 5.58, 40.55, 8.64, 37.88
18.53, 22.10, 28.73, 29.45, 23.77, 46.02, 33.84, 32.15, 8.63, 6.86, 20.31, 29.91, 11.36, 0.00, 27.94, 36.23, 23.34, 43.17, 10.32, 35.79, 36.48, 49.07, 34.36, 46.70, 43.89, 25.35, 46.59, 35.23, 38.51, 11.35
40.36, 5.92, 35.90, 17.87, 41.50, 5.82, 4.67, 34.74, 34.54, 19.95, 48.52, 40.04, 20.13, 26.22, 0.00, 21.83, 12.55, 28.23, 19.01, 17.87, 16.84, 17.27, 14.22, 8.80, 47.15, 33.54, 36.38, 27.21, 0.26, 16.08
29.22, 47.84, 41.57, 2.82, 47.33, 14.74, 25.38, 41.08, 40.77, 18.06, 27.76, 18.26, 10.21, 18.49, 20.61, 0.00, 49.06, 19.86, 15.96, 33.54, 10.14, 5.47, 11.23, 37.93, 14.96, 34.56, 17.79, 4.18, 35.14, 21.98
20.32, 2.00, 34.52, 17.25, 44.47, 25.11, 27.16, 48.29, 39.52, 4.66, 5.57, 26.02, 3.50, 43.27, 41.76, 2.33, 0.00, 42.64, 16.13, 38.11, 36.32, 7.87, 47.18, 6.94, 14.05, 30.96, 17.60, 17.17, 22.12, 32.44
15.11, 22.26, 25.06, 20.40, 37.94, 0.11, 37.30, 13.44, 3.49, 1.67, 35.49, 22.35, 37.48, 21.84, 38.30, 1.24, 32.97, 0.00, 29.38, 30.65, 18.82, 0.00, 3.23, 3.16, 31.01, 2.39, 48.24, 27.62, 36.76, 11.25
41.35, 4.55, 41.81, 18.40, 21.46, 9.93, 47.44, 15.60, 30.64, 48.18, 22.58, 7.62, 10.65, 35.92, 43.22, 35.31, 9.97, 36.84, 0.00, 16.99, 38.42, 25.37, 27.40, 21.16, 10.79, 43.67, 44.63, 44.14, 29.36, 7.89
1.96, 19.93, 49.41, 39.04, 8.05, 11.10, 49.74, 35.90, 35.48, 16.03, 10.36, 7.96, 39.28, 12.98, 37.18, 19.33, 9.92, 18.74, 3.11, 0.00, 29.38, 19.68, 19.71, 16.79, 22.24, 24.44, 8.61, 39.90, 44.70, 1.59
46.33, 3.95, 29.82, 26.43, 37.85, 32.36, 7.84, 4.23, 4.42, 22.43, 25.46, 23.30, 34.12, 1.32, 40.61, 44.07, 11.27, 25.73, 25.13, 21.90, 0.00, 32.97, 39.10, 44.60, 18.23, 40.61, 30.69, 44.99, 1.79, 28.58
9.28, 3.89, 16.28, 47.71, 19.00, 6.03, 27.87, 42.51, 20.51, 49.94, 41.97, 16.50, 28.66, 11.62, 18.83, 30.91, 3.89, 26.31, 37.40, 27.88, 37.62, 0.00, 1.17, 15.86, 7.29, 0.32, 30.25, 14.54, 29.20, 33.92
21.49, 13.63, 45.26, 6.64, 28.73, 40.42, 40.73, 36.62, 18.77, 17.85, 32.86, 6.59, 46.58, 16.22, 6.81, 42.50, 48.59, 44.01, 29.63, 24.01, 37.34, 17.67, 0.00, 25.04, 36.63, 20.42, 27.60, 33.91, 22.84, 38.57
28.98, 10.41, 36.95, 5.56, 41.91, 9.47, 23.08, 11.29, 49.68, 33.91, 20.55, 33.55, 17.38, 27.61, 9.36, 42.92, 49.16, 10.44, 15.88, 44.93, 24.99, 15.66, 49.85, 0.00, 32.13, 20.49, 24.75, 42.38, 26.25, 15.78
37.03, 31.86, 39.10, 2.24, 5.76, 27.97, 23.83, 44.96, 33.62, 17.09, 34.11, 10.20, 35.37, 29.49, 36.21, 30.13, 1.86, 7.37, 24.13, 22.69, 32.14, 37.72, 41.74, 21.17, 0.00, 27.33, 32.66, 41.40, 40.01, 3.64
2.90, 30.06, 3.62, 31.79, 6.19, 34.96, 2.23, 28.31, 21.04, 29.24, 46.60, 14.08, 7.24, 32.18, 11.98, 45.52, 23.03, 34.07, 34.70, 15.97, 19.94, 43.44, 46.10, 14.84, 11.55, 0.00, 9.61, 32.18, 11.26, 32.94
28.12, 19.09, 27.86, 39.78, 8.88, 30.81, 49.16, 35.71, 26.07, 19.70, 40.57, 3.29, 22.30, 5.72, 40.30, 36.32, 20.32, 32.36, 47.77, 17.28, 46.06, 16.16, 8.20, 49.71, 22.55, 11.58, 0.00, 40.85, 36.24, 21.02
20.83, 32.51, 42.60, 12.82, 30.99, 18.91, 1.58, 42.42, 44.87, 9.47, 25.02, 49.71, 31.03, 41.43, 37.27, 35.02, 37.56, 14.55, 5.11, 23.77, 46.90, 39.74, 10.79, 18.44, 17.67, 30.67, 42.26, 0.00, 14.23, 3.65
18.68, 25.44, 43.72, 36.35, 1.15, 13.03, 34.76, 41.68, 35.90, 19.79, 30.98, 27.59, 17.50, 22.32, 4.05, 30.29, 4.73, 20.89, 31.16, 10.68, 47.86, 44.92, 21.07, 30.55, 44.84, 35.16, 7.20, 14.29, 0.00, 32.39
0.99, 21.73, 29.46, 19.96, 35.50, 36.30, 40.80, 20.93, 4.45, 37.74, 18.88, 22.01, 22.31, 15.55, 48.15, 26.23, 5.30, 14.13, 20.55, 27.50, 45.74, 14.89, 8.56, 29.46, 15.55, 10.66, 19.79, 12.80, 27.53, 0.00
