18.93, 43.83, 3.75, 27.98, 1.17, 39.64, 29.04, 29.98, 20.96, 16.08, 3.20, 48.55, 36.50, 37.40, 7.77, 0.45, 33.63, 28.84, 0.00, 21.54, 14.54, 17.64, 8.25, 44.23, 26.08, 45.39, 26.18, 45.89, 19.04, 6.04, 7.37, 20.21, 1.10, 7.40, 6.12
3.39, 18.10, 6.64, 20.84, 39.10, 47.60, 2.94, 35.21, 5.04, 17.84, 11.98, 45.33, 3.10, 46.57, 46.16, 13.55, 42.80, 4.44, 7.00, 0.00, 27.03, 46.28, 11.22, 31.15, 18.09, 6.39, 22.70, 25.87, 12.55, 13.29, 23.02, 22.35, 28.13, 15.79, 2.81
26.22, 8.39, 29.83, 8.27, 24.31, 31.45, 2.22, 27.24, 27.68, 16.83, 37.49, 35.01, 14.77, 1.43, 33.60, 26.42, 7.01, 30.37, 43.40, 21.40, 0.00, 47.98, 0.42, 36.09, 15.17, 24.56, 40.74, 17.17, 16.21, 18.18, 1.63, 22.92, 33.14, 23.30, 15.47
22.05, 11.64, 8.20, 7.36, 24.28, 45.00, 43.73, 11.30, 41.78, 14.22, 11.74, 26.61, 20.09, 18.11, 0.34, 43.22, 18.97, 28.90, 29.80, 16.31, 1.41, 0.00, 48.85, 14.62, 23.20, 3.19, 32.46, 8.64, 49.17, 40.78, 46.27, 31.43, 0.43, 25.59, 4.31
46.39, 27.88, 31.71, 42.07, 30.85, 20.63, 17.80, 19.92, 48.54, 26.34, 20.69, 18.39, 25.08, 14.68, 15.76, 46.72, 48.72, 38.30, 23.94, 4.57, 9.29, 7.84, 0.00, 13.50, 10.07, 28.00, 21.08, 27.36, 33.02, 20.08, 20.91, 43.33, 35.95, 10.82, 47.17
8.18, 36.72, 20.63, 35.87, 2.35, 19.57, 31.67, 24.37, 32.14, 18.79, 0.93, 10.77, 25.89, 46.02, 32.19, 49.41, 20.53, 35.05, 14.86, 12.62, 20.71, 0.13, 39.86, 0.00, 19.30, 18.86, 14.51, 46.48, 13.63, 31.68, 40.78, 6.68, 49.37, 41.57, 10.95
30.07, 46.11, 17.86, 2.67, 22.43, 1.57, 49.72, 0.84, 19.68, 26.48, 13.83, 23.45, 35.12, 47.62, 4.26, 13.98, 6.31, 7.75, 36.27, 13.30, 6.02, 38.04, 35.14, 10.90, 0.00, 18.96, 1.95, 13.77, 40.21, 45.27, 34.30, 46.05, 26.80, 26.99, 42.79
41.88, 20.84, 20.79, 49.79, 9.68, 3.03, 15.53, 44.14, 15.52, 37.29, 4.11, 22.63, 35.56, 38.88, 1.09, 43.48, 42.61, 41.52, 43.88, 33.81, 38.08, 34.88, 13.70, 31.76, 6.40, 0.00, 40.30, 38.56, 3.15, 11.46, 28.03, 10.70, 45.24, 13.03, 49.55
2.16, 37.76, 38.58, 24.62, 33.25, 0.87, 27.51, 43.94, 2.25, 5.92, 4.85, 14.07, 44.23, 28.99, 32.08, 21.96, 3.07, 44.45, 1.06, 22.78, 37.38, 14.91, 9.97, 40.37, 42.11, 11.24, 0.00, 1.58, 43.29, 33.57, 18.05, 12.37, 39.99, 44.46, 3.79
42.73, 33.02, 26.99, 46.27, 44.75, 33.72, 8.95, 46.10, 37.17, 36.92, 11.42, 8.41, 37.90, 47.66, 10.85, 7.67, 22.71, 33.87, 15.49, 24.67, 3.01, 17.01, 0.09, 10.18, 46.91, 15.85, 42.74, 0.00, 47.91, 20.03, 27.43, 32.64, 49.66, 16.97, 1.62
12.47, 3.36, 14.79, 39.59, 16.05, 13.63, 17.75, 27.61, 32.64, 15.05, 49.41, 34.10, 31.90, 11.67, 2.78, 29.19, 19.86, 14.02, 36.82, 28.98, 11.02, 43.34, 40.48, 25.07, 12.15, 16.22, 43.90, 47.16, 0.00, 11.69, 18.38, 29.80, 23.43, 19.16, 16.77
21.99, 39.73, 8.75, 44.10, 28.24, 10.07, 17.60, 12.00, 48.38, 35.17, 21.77, 7.88, 24.41, 37.96, 26.46, 3.59, 0.92, 39.86, 27.45, 12.00, 12.23, 22.93, 44.68, 29.16, 11.81, 3.64, 20.22, 42.33, 31.10, 0.00, 23.18, 19.74, 20.05, 10.50, 14.58
8.04, 34.52, 21.47, 17.47, 36.17, 17.79, 3.23, 39.46, 27.93, 25.25, 20.11, 21.42, 8.75, 15.81, 30.00, 30.03, 6.49, 15.80, 4.68, 21.57, 18.50, 5.43, 32.49, 7.75, 13.61, 3.11, 8.47, 0.55, 20.92, 8.97, 0.00, 18.73, 18.70, 33.68, 15.02
0.59, 17.22, 11.87, 23.48, 22.92, 47.75, 36.96, 34.36, 29.29, 19.44, 42.47, 14.72, 49.52, 8.57, 10.98, 0.89, 42.29, 43.95, 13.33, 37.79, 17.49, 18.36, 48.42, 46.96, 32.69, 17.95, 21.94, 39.91, 33.48, 29.09, 35.52, 0.00, 23.48, 45.64, 19.04
4.31, 48.72, 6.05, 2.06, 1.37, 15.41, 25.23, 43.19, 11.54, 2.43, 19.28, 7.13, 31.28, 35.31, 21.52, 26.61, 22.79, 7.29, 7.70, 4.96, 33.03, 7.08, 27.42, 23.33, 41.33, 34.54, 22.01, 15.44, 41.28, 16.20, 4.61, 23.97, 0.00, 34.32, 14.43
0.89, 24.21, 8.13, 6.93, 10.52, 6.96, 35.23, 13.10, 1.42, 0.80, 36.60, 24.31, 44.36, 22.68, 10.90, 7.17, 14.85, 18.37, 10.07, 12.94, 0.10, 6.27, 39.61, 24.94, 43.89, 16.80, 27.64, 24.42, 33.67, 17.00, 33.45, 40.70, 23.58, 0.00, 4.36
27.85, 37.16, 4.22, 11.51, 33.60, 24.29, 26.52, 19.04, 16.46, 5.28, 27.91, 5.50, 42.08, 26.25, 49.42, 9.07, 31.30, 49.90, 26.18, 10.74, 31.75, 26.19, 12.94, 34.13, 1.00, 33.52, 18.71, 2.08, 21.91, 5.45, 35.61, 4.90, 40.13, 19.30, 0.00
